index,Marca,Submarca,Versión,Modelo,Trans.,Comb.,Cilindros,Potencia (HP),Tamaño (L),Categoría,R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Calificación Contam. Aire,Hibrido
3602,AUDI,Q5,5PTS 2.0L 4CIL 225HP TIPTRONIC FSI TURBO QUATTRO,2015,TIPTRONIC,Gasolina,4,225,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.6,17.7,13.73,10.3,226,35,6,6,False
3603,FORD,ESCAPE,5PTS 2.5L 4CIL 168HP AUT,2015,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.6,18.6,15.36,11.52,202,11,7,9,False
3604,AUDI,Q5,5PTS 2.0L 4CIL 225HP TIPTRONIC QUATTRO FSI TURBO,2016,TIPTRONIC,Gasolina,4,225,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.6,17.6,13.7,10.28,227,35,6,6,False
3605,AUDI,Q5,5PTAS 2.0L 4CIL 225HP TIP FSI QUATTRO TURBO,2017,TIPT,Gasolina,4,225,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.6,17.7,13.73,10.3,226,35,6,6,False
3606,PORSCHE,CAYENNE,S 5PTAS 4.1L 6CIL 385HP TIP TDI INTEGRAL,2016,TIPT,Diesel,6,385,4.1,CAMIONETAS DE USO MULTIPLE (SUV),11.6,16.9,14.9,11.17,240,238,5,?,False
3607,PORSCHE,CAYENNE,S 5PTAS 4.1L 6CIL 385HP TIP TDI INTEGRAL,2017,TIPT,Diesel,6,385,4.1,CAMIONETAS DE USO MULTIPLE (SUV),11.6,16.9,14.9,11.17,240,238,5,?,False
3608,AUDI,Q5,5PTS 2.0L 4CIL 225HP TIPTRONIC QUATTRO FSI TURBO,2013,TIPTRONIC,Gasolina,4,225,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.58,17.57,13.68,10.26,227,35,6,6,False
3609,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.55,19.18,14.07,10.55,221,31,6,6,False
3610,KIA,SPORTAGE,AWD 5PTAS 1.6L 4CIL 175HP TURBO AUT DCT,2017,AUT,Gasolina,4,175,1.6,CAMIONETAS DE USO MULTIPLE (SUV),11.54,14.38,14.05,10.54,221,30,6,?,False
3611,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.53,19.2,14.06,10.54,221,24,6,7,False
3612,CHEVROLET,TRAX,5PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.53,19.2,14.06,10.54,221,24,6,7,False
3613,KIA,SORENTO,5PTAS 2.4L 4CIL 185HP AUT,2016,AUT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.53,16.9,13.45,10.09,231,5,6,9,False
3614,KIA,SORENTO,FWD 5PTAS 2.4L 4CIL 185HP AUT,2017,AUT,Gasolina,4,185,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.53,16.9,13.45,10.09,231,5,6,9,False
3615,FORD,ESCAPE,5PTS 2.5L 4CIL 168HP AUT,2016,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.53,18.27,13.82,10.37,225,18,6,8,False
3616,FORD,ESCAPE,4X2 5PTAS 2.5L 4CIL 168HP AUT,2017,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.53,18.27,13.82,10.37,225,18,6,8,False
3617,FORD,ESCAPE,5PTAS 2.5L 4CIL 168HP AUT,2018,AUT,Gasolina,4,168,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.53,18.27,13.82,10.37,225,18,6,8,False
3618,VW,TRANSPORTER,PANEL 4PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2015,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3619,VW,TRANSPORTER,COMBI 3PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2015,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3620,VW,TRANSPORTER,CHASIS 2PTS 2.0L 4CIL 102HP MAN TURBO DIESEL,2015,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3621,LAND ROVER,DEFENDER,90 HERITAGE 4WD 3PTS 2.2L 4CIL 122HP MAN DIESEL,2016,MAN,Diesel,4,122,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.5,9.0,11.57,8.67,309,234,3,?,False
3622,LAND ROVER,DEFENDER,90 ADVENTURE 4WD 3PTS 2.2L 4CIL 122HP MAN DIESEL,2016,MAN,Diesel,4,122,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.5,9.0,11.57,8.67,309,234,3,?,False
3623,VW,TRANSPORTER,CHASIS 2PTAS 2.0L 4CIL102HP MAN TURBO DIESEL,2016,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3624,VW,TRANSPORTER,CARGO VAN 5PTAS 2.0L 4CIL 102HP MAN TURBO DIESEL,2016,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3625,VW,TRANSPORTER,PASAJEROS 3PTAS 2.0L 4CIL 102HP MAN TURBO DIESEL,2016,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3626,VW,TRANSPORTER,CHASIS 2PTAS 2.0L 4CIL102HP MAN TURBO DIESEL,2017,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3627,VW,TRANSPORTER,CARGO VAN 5PTAS 2.0L 4CIL 102HP MAN,2017,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3628,VW,TRANSPORTER,PASAJEROS 3PTAS 2.0L 4CIL 102HP MAN TURBO DIESEL,2017,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.5,18.0,15.12,11.34,236,175,5,?,False
3629,MERCEDES,GLC 250,COUPE 4MATIC 5PTAS 2.0L 4CIL 211HP AUT TURBO,2016,AUT,Gasolina,4,211,1.991,CAMIONETAS DE USO MULTIPLE (SUV),11.49,15.38,14.36,10.77,216,19,6,?,False
3630,PORSCHE,CAYENNE,DIESEL 5PTS 3.0L 6CIL 240HP TIP,2011,TIP,Diesel,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.49,15.15,14.28,10.71,250,330,5,?,False
3631,PORSCHE,CAYENNE,4X4 5PTS 3.0L 6CIL 240HP TIP QUATTRO TURBO DIESEL,2012,TIP,Diesel,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV),11.49,15.15,14.28,10.71,250,330,5,?,False
3632,MAZDA,MAZDA5,WGN 5PTS 2.5L 4CIL 157HP AUT,2015,AUT,Gasolina,4,157,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.4,17.5,13.52,10.14,230,5,6,9,False
3633,PEUGEOT,2008,CROSS OVER 5PTS 1.6L 4CIL 118HP AUT,2013,AUT,Gasolina,4,118,1.6,CAMIONETAS DE USO MULTIPLE (SUV),11.36,19.23,15.32,11.49,203,19,7,?,False
3634,PEUGEOT,2008,CROSS OVER 5PTS 1.6L 4CIL 118HP AUT,2014,AUT,Gasolina,4,118,1.6,CAMIONETAS DE USO MULTIPLE (SUV),11.36,19.23,15.32,11.49,203,19,7,?,False
3635,PEUGEOT,2008,CROSS OVER 5PTS 1.6L 4CIL 118HP AUT,2015,AUT,Gasolina,4,118,1.6,CAMIONETAS DE USO MULTIPLE (SUV),11.36,19.23,15.32,11.49,203,19,7,?,False
3636,TOYOTA,RAV4,2WD 5PTS 2.5L 4CIL 180HP AUT,2011,AUT,Gasolina,4,180,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.35,16.11,13.09,9.82,237,12,6,9,False
3637,TOYOTA,RAV4,4WD 5PTS 2.5L 4CIL 180HP AUT,2011,AUT,Gasolina,4,180,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.35,16.11,13.09,9.82,237,12,6,9,False
3638,TOYOTA,RAV4,4X2 5PTS 2.5L 4CIL 180HP AUT,2012,AUT,Gasolina,4,180,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.35,16.11,13.09,9.82,237,12,6,9,False
3639,TOYOTA,RAV4,4X4 5PTS 2.5L 4CIL 180HP AUT,2012,AUT,Gasolina,4,180,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.35,16.11,13.09,9.82,237,12,6,9,False
3640,TOYOTA,RAV 4,4X2 5PTS 2.5L 4CIL 176HP AUT,2014,AUT,Gasolina,4,176,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.35,16.37,13.17,9.88,236,12,6,9,False
3641,BMW,X3,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.24,14.93,14.03,10.53,222,28,6,6,False
3642,KIA,SPORTAGE,4WD 5PTAS 2.4L 4CIL 181HP AUT,2017,AUT,Gasolina,4,181,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.24,16.74,14.58,10.94,213,5,6,9,False
3643,MAZDA,CX-7,4X2 5PTS 2.5L 4CIL 161HP AUT,2011,AUT,Gasolina,4,161,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.2,17.0,13.23,9.92,235,20,6,7,False
3644,HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,2012,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3645,HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 177HP AUT,2012,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3646,HONDA,CR-V,EX 2WD 5PTS 2.4L 4CIL 177HP AUT,2012,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3647,MAZDA,CX-7,WAGON 4X2 5PTS 2.5L 4CIL 161HP AUT,2012,AUT,Gasolina,4,161,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.2,17.0,13.23,9.92,235,14,6,8,False
3648,SUBARU,FORESTER,X 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.2,15.8,12.89,9.67,241,15,5,8,False
3649,SUBARU,FORESTER,XS 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.2,15.8,12.89,9.67,241,15,5,8,False
3650,SUBARU,FORESTER,XSL 5PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,4,170,2.5,CAMIONETAS DE USO MULTIPLE (SUV),11.2,15.8,12.89,9.67,241,15,5,8,False
3651,HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3652,HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3653,HONDA,CR-V,EX-L 2WD 5PTS 2.4L 4CIL 177HP AUT,2013,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3654,HONDA,CR-V,EX-L 4WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3655,HONDA,CR-V,LX 2WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3656,HONDA,CR-V,EX 2WD 5PTS 2.4L 4CIL 177HP AUT,2014,AUT,Gasolina,4,177,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.2,16.6,13.12,9.84,237,17,6,8,False
3657,VOLVO,XC60,FWD 5PTS 2.0L 4CIL 306HP AUT TURBO,2016,AUT,Gasolina,4,306,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.2,17.0,13.23,9.92,235,10,6,9,False
3658,BMW,X3,xDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.2,14.9,14.0,10.5,222,28,6,6,False
3659,CHEVROLET,TRAX,LTZ 5PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.13,18.21,13.49,10.12,230,16,6,8,False
3660,CHEVROLET,TRAX,LTZ 5PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.13,18.21,13.49,10.12,230,25,6,6,False
3661,CHEVROLET,TRAX,LTZ 5PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,CAMIONETAS DE USO MULTIPLE (SUV),11.13,18.21,13.49,10.12,230,16,6,8,False
3662,BMW,X3,sDrive 20iA 5PTS 2.0L 4CIL 184HP AUT TURBO,2016,AUT,Gasolina,4,184,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.11,16.39,14.38,10.79,216,15,6,8,False
3663,VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIP TURBO FSI,2015,TIPTRONIC,Gasolina,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.1,18.1,13.44,10.08,231,6,6,9,False
3664,VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIPTRONIC FSI TURBO,2016,TIPTRONIC,Gasolina,4,197,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.1,17.9,13.39,10.04,232,6,6,9,False
3665,MAZDA,CX-9,i SPORT WAGON 2WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2017,AUT,Gasolina,4,250,2.488,CAMIONETAS DE USO MULTIPLE (SUV),11.1,15.7,12.79,9.59,243,4,5,9,False
3666,BMW,X3,sDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,CAMIONETAS DE USO MULTIPLE (SUV),11.1,16.4,14.38,10.78,216,15,6,8,False
3667,NISSAN,PATHFINDER,4X2 5PTS 3.5L 6CIL 260HP CVT,2014,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),11.0,16.1,12.83,9.62,242,10,5,9,False
3668,FORD,TRANSIT,PASAJEROS CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.0,14.5,13.72,10.29,260,333,5,?,False
3669,FORD,TRANSIT,PASAJEROS LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.0,14.5,13.72,10.29,260,333,5,?,False
3670,FORD,TRANSIT,VAN CORTO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.0,14.5,13.72,10.29,260,333,5,?,False
3671,FORD,TRANSIT,VAN LARGO FWD 4PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.0,14.5,13.72,10.29,260,333,5,?,False
3672,FORD,TRANSIT,CHASIS CAB REGULAR FWD 2PTS 2.2L 4CIL 125HP MAN TURBO DIESEL,2012,MAN,Diesel,4,125,2.2,CAMIONETAS DE USO MULTIPLE (SUV),11.0,14.5,13.72,10.29,260,333,5,?,False
3673,HYUNDAI,SANTA FE,AWD 5PTS 2.4L 4CIL 190HP AUT,2015,AUT,Gasolina,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.0,7.9,10.67,8.0,291,11,3,9,False
3674,NISSAN,PATHFINDER,4X2 5PTS 3.5L 6CIL 260HP CVT,2015,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),11.0,16.1,12.83,9.62,242,10,5,9,False
3675,HYUNDAI,SANTA FE,AWD 5PTS 2.4L 4CIL 190HP AUT,2016,AUT,Gasolina,4,190,2.4,CAMIONETAS DE USO MULTIPLE (SUV),11.0,7.9,10.67,8.0,291,11,3,9,False
3676,NISSAN,PATHFINDER,4X2 5PTS 3.5L 6CIL 260HP CVT,2016,CVT,Gasolina,6,260,3.5,CAMIONETAS DE USO MULTIPLE (SUV),11.0,16.1,12.83,9.62,242,10,5,9,False
3677,MAZDA,CX-9,i GRAND TOURING WAGON 4WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2016,AUT,Gasolina,4,250,2.488,CAMIONETAS DE USO MULTIPLE (SUV),11.0,15.3,12.59,9.44,247,4,5,9,False
3678,JEEP,PATRIOT,4x2 5PTS 2.4L 4CIL 165HP AUT,2011,AUT,Gasolina,4,165,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.96,14.86,12.43,9.32,250,9,5,9,False
3679,GML,GF-70,5PTS 1.3L 4CIL 87HP MAN,2013,MAN,Gasolina,4,87,1.3,CAMIONETAS DE USO MULTIPLE (SUV),10.96,16.75,14.37,10.78,216,24,6,?,False
3680,GML,GF-70,5PTS 1.3L 4CIL 87HP MAN,2014,MAN,Gasolina,4,87,1.3,CAMIONETAS DE USO MULTIPLE (SUV),10.96,16.75,12.98,9.73,240,24,5,7,False
3681,CHEVROLET,EQUINOX,LS 5PTS 2.4L 4CIL 182HP AUT,2016,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.92,18.66,13.42,10.07,232,3,6,9,False
3682,CHEVROLET,EQUINOX,LS 5PTAS 2.4L 4CIL 182HP AUT,2017,AUT,Gasolina,4,182,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.92,18.66,14.82,11.11,210,3,7,9,False
3683,FORD,TRANSIT,PASAJEROS CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?,False
3684,FORD,TRANSIT,PASAJEROS LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?,False
3685,FORD,TRANSIT,VAN CORTO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?,False
3686,FORD,TRANSIT,VAN LARGO DIESEL 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?,False
3687,FORD,TRANSIT,CHASIS CABINA REGULAR 4PTS 2.2L 4CIL 115HP MAN,2011,M6,Diesel,4,115,2.2,CAMIONETAS DE USO MULTIPLE (SUV),10.9,13.7,13.38,10.04,267,314,4,?,False
3688,BMW,X4,XDRIVE 20iA 4X4 5PTAS 2.0L 4CIL 184HP TURBO AUT,2017,AUT,Gasolina,4,184,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.9,15.9,14.08,10.56,221,17,6,?,False
3689,SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 164HP AUT,2011,AUT,Gasolina,4,164,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8,False
3690,SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 164HP AUT,2012,AUT,Gasolina,4,164,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8,False
3691,SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 163HP AUT,2013,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8,False
3692,SUZUKI,GRAND VITARA,2WD 5PTS 2.4L 4CIL 163HP AUT,2014,AUT,Gasolina,4,163,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.89,15.26,12.5,9.38,249,15,5,8,False
3693,HYUNDAI,SANTA FE,5PTAS 2.0L 4CIL 240HP TURBO AUT,2017,AUT,Gasolina,4,240,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.82,16.76,12.87,9.65,242,26,5,6,False
3694,MAZDA,CX-9,i GRAND TOURING WAGON 4WD 5PTAS 2.5L 4CIL 250HP AUT TURBO,2017,AUT,Gasolina,4,250,2.488,CAMIONETAS DE USO MULTIPLE (SUV),10.8,15.0,12.36,9.27,252,4,5,9,False
3695,BMW,X4,XDRIVE 28iA 4X4 5PTAS 2.0L 4CIL 245HP TURBO AUT,2017,AUT,Gasolina,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.8,15.9,14.01,10.51,222,15,6,8,False
3696,MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP AUT,2011,AUT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8,False
3697,MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP CVT,2012,CVT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8,False
3698,MITSUBISHI,OUTLANDER,5PTS 2.4L 4CIL 168HP CVT,2013,CVT,Gasolina,4,168,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.76,16.33,12.71,9.53,245,15,5,8,False
3699,JEEP,COMPASS,5PTAS 2.4L 4CIL 172HP AUT,2011,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9,False
3700,JEEP,COMPASS,5PTS 2.4L 4CIL 172HP AUT,2012,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9,False
3701,AUDI,Q5,4X4 5PTS 3.0L 6CIL 240HP S TRONIC QUATTRO TURBO DIESEL,2012,S TRONIC,Diesel,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV),10.75,14.92,13.68,10.26,261,369,5,?,False
3702,JEEP,COMPASS,5PTS 2.4L 4CIL 172HP AUT,2013,AUT,Gasolina,4,172,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.75,12.2,11.36,8.52,274,9,4,9,False
3703,BMW,X4,xDrive 28iA 5PTS 2.0L 4CIL 245HP AUT TURBO,2016,AUT,Gasolina,4,245,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.75,15.87,13.96,10.47,223,15,6,8,False
3704,BUICK,ENVISION,AWD 5PTAS 2.0L 4CIL 252HP AUT TURBO,2017,AUT,Gasolina,4,252,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.71,15.35,12.4,9.3,251,12,5,9,False
3705,MITSUBISHI,OUTLANDER,ES 5PTS 2.4L 4CIL 165HP CVT,2015,CVT,Gasolina,4,165,2.4,CAMIONETAS DE USO MULTIPLE (SUV),10.7,16.3,14.04,10.53,221,23,6,7,False
3706,AUDI,Q7,5PTS 4.2L 8CIL 340HP TIPTRONIC QUATTRO TURBO DIESEL,2015,TIPTRONIC,Diesel,8,240,4.2,CAMIONETAS DE USO MULTIPLE (SUV),10.7,16.2,14.02,10.51,255,152,5,?,False
3707,VW,TOUAREG,HIBRIDA 5PTAS 3.0L 6CIL 333(+46)HP TIP 4MOTION,2017,TIPT,Gasolina,6,379,3.0,CAMIONETAS DE USO MULTIPLE (SUV),10.7,14.1,12.0,9.0,259,39,5,6,False
3708,AUDI,Q5,5PTS 3.0L 6CIL 240HP S TRONIC TURBO DIESEL QUATTRO,2011,S TRONIC,Diesel,6,240,3.0,CAMIONETAS DE USO MULTIPLE (SUV),10.64,14.71,13.53,10.15,264,369,4,?,False
3709,RENAULT,TRAFIC,4PTS 1.9L 4CIL 100HP MAN DIESEL,2011,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?,False
3710,RENAULT,TRAFIC,5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2013,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?,False
3711,VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2015,TIPTRONIC,Gasolina,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,9,5,9,False
3712,VW,TIGUAN,GP 5PTS 2.0L 4CIL 200HP TIPTRONIC FSI 4MOTION TURBO,2016,TIPTRONIC,Gasolina,4,197,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,12,5,9,False
3713,RENAULT,TRAFIC,5PTS 1.9L 4CIL 100HP MAN TURBO DIESEL,2014,MAN,Diesel,4,100,1.9,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.6,13.47,10.1,265,724,4,?,False
3714,VW,TIGUAN,GP 5PTAS 2.0L 4CIL 200HP TIP 4MOTION TURBO FSI,2017,TIPT,Gasolina,4,200,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.6,14.5,12.06,9.04,258,12,5,9,False
3715,CADILLAC,XT5,FWD 5PTAS 3.6L 6CIL 310HP AUT,2017,AUT,Gasolina,6,310,3.6,CAMIONETAS DE USO MULTIPLE (SUV),10.54,16.71,12.64,9.48,246,9,5,9,False
3716,AUDI,Q3,5PTS 2.0L 4CIL 170HP STRONIC FSI QUATTRO TURBO,2014,S TRONIC,Gasolina,4,170,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,12.55,9.41,248,17,5,8,False
3717,VW,TRANSPORTER,PASAJEROS 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?,False
3718,VW,TRANSPORTER,CARGO VAN 3PTS 2.0L 4CIL 102HP MAN TURBODIESEL,2011,MAN,Diesel,4,102,2.0,CAMIONETAS DE USO MULTIPLE (SUV),10.53,16.39,13.93,10.45,257,326,5,?,False
