Modelo,Cilindros,Potencia (HP),Tamaño (L),R. Ciudad (km/l),R. Carr. (km/l),R. Comb. (km/l),R. Ajust. (km/l),CO2(g/km),NOx (g/1000km),Calificación Gas Ef. Inv.,Hibrido,Marca_Mean_Encoded,Submarca_Mean_Encoded,Versión_Mean_Encoded,Trans._Mean_Encoded,Comb._Mean_Encoded,Categoría_Mean_Encoded
2014,4,145,1.8,13.41,20.84,15.97,11.98,195,11,7,0,210.29090909090908,182.66666666666666,189.66666666666666,230.70583190394512,256.83106267029973,204.46100278551532
2015,4,145,1.8,13.41,20.84,15.97,11.98,195,12,7,0,210.29090909090908,182.66666666666666,189.66666666666666,230.70583190394512,256.83106267029973,204.46100278551532
2016,4,145,1.8,13.41,20.84,17.36,13.02,179,12,8,0,210.29090909090908,182.66666666666666,189.66666666666666,230.70583190394512,256.83106267029973,204.46100278551532
2016,4,220,2.0,13.4,24.0,16.72,12.54,186,31,7,0,221.27899686520377,206.97297297297297,186.0,199.68548387096774,256.83106267029973,204.46100278551532
2017,4,220,2.0,13.4,24.0,16.72,12.54,186,31,7,0,221.27899686520377,206.97297297297297,186.0,199.68548387096774,256.83106267029973,204.46100278551532
2016,4,188,2.5,13.4,21.3,16.08,12.06,193,6,7,0,206.4875,220.625,193.0,230.70583190394512,256.83106267029973,204.46100278551532
2013,4,160,1.4,13.39,22.81,16.45,12.33,189,27,7,0,221.27899686520377,206.97297297297297,189.0,230.70583190394512,256.83106267029973,204.46100278551532
2014,4,145,1.8,13.39,20.79,15.94,11.96,195,7,7,0,210.29090909090908,182.66666666666666,189.66666666666666,271.68927078495125,256.83106267029973,204.46100278551532
2015,4,145,1.8,13.39,20.79,15.94,11.96,195,7,7,0,210.29090909090908,182.66666666666666,189.66666666666666,271.68927078495125,256.83106267029973,204.46100278551532
2016,4,145,1.8,13.39,20.79,17.33,13.0,179,7,8,0,210.29090909090908,182.66666666666666,189.66666666666666,271.68927078495125,256.83106267029973,204.46100278551532
2013,4,105,1.6,13.36,22.32,16.31,12.23,191,75,7,0,185.24761904761905,164.66666666666666,191.0,230.70583190394512,256.83106267029973,204.46100278551532
2014,4,138,1.8,13.35,19.02,15.42,11.56,202,32,7,0,239.9358108108108,195.3846153846154,212.5,230.70583190394512,256.83106267029973,204.46100278551532
2015,4,138,1.8,13.35,19.02,15.42,11.56,202,32,7,0,239.9358108108108,195.3846153846154,202.0,230.70583190394512,256.83106267029973,204.46100278551532
2018,4,150,2.0,13.35,20.07,17.11,12.83,182,10,8,0,201.6888888888889,186.66666666666666,177.0,271.68927078495125,256.83106267029973,204.46100278551532
2016,4,139,1.8,13.35,19.02,15.42,11.56,202,30,7,0,239.9358108108108,195.3846153846154,202.0,230.70583190394512,256.83106267029973,204.46100278551532
2013,4,121,1.6,13.33,23.25,17.88,13.41,174,12,8,0,290.23262032085563,172.0,174.0,230.70583190394512,256.83106267029973,204.46100278551532
2013,4,154,1.6,13.33,22.72,17.76,13.32,175,12,8,0,290.23262032085563,172.5,175.0,230.70583190394512,256.83106267029973,204.46100278551532
2014,4,196,2.5,13.31,20.45,15.79,11.84,197,6,7,0,239.9358108108108,214.45,197.0,271.68927078495125,256.83106267029973,204.46100278551532
2014,4,196,2.5,13.31,20.45,15.79,11.84,197,6,7,0,239.9358108108108,214.45,197.0,271.68927078495125,256.83106267029973,204.46100278551532
2015,4,196,2.5,13.31,20.45,15.79,11.84,197,6,7,0,239.9358108108108,214.45,197.0,271.68927078495125,256.83106267029973,204.46100278551532
2015,4,196,2.5,13.31,20.45,15.79,11.84,197,6,7,0,239.9358108108108,214.45,197.0,271.68927078495125,256.83106267029973,204.46100278551532
2011,4,140,2.0,13.3,18.4,15.2,11.4,205,20,7,0,248.75980392156862,197.5,205.0,230.70583190394512,256.83106267029973,204.46100278551532
2012,4,140,2.0,13.3,18.4,15.2,11.4,205,20,7,0,248.75980392156862,197.5,205.0,230.70583190394512,256.83106267029973,204.46100278551532
2015,4,210,2.0,13.3,19.9,15.63,11.72,199,6,7,0,221.27899686520377,216.8181818181818,201.0,199.68548387096774,256.83106267029973,204.46100278551532
2017,4,185,2.4,13.3,21.36,17.4,13.05,179,9,8,0,201.6888888888889,194.33333333333334,184.0,271.68927078495125,256.83106267029973,204.46100278551532
2018,4,185,2.4,13.3,21.36,17.4,13.05,179,9,8,0,201.6888888888889,194.33333333333334,184.0,271.68927078495125,256.83106267029973,204.46100278551532
2016,4,185,2.4,13.3,21.36,16.02,12.02,194,9,7,0,201.6888888888889,194.33333333333334,184.0,271.68927078495125,256.83106267029973,204.46100278551532
2016,4,158,2.0,13.29,19.94,15.64,11.73,199,24,7,0,201.6888888888889,186.66666666666666,199.0,230.70583190394512,256.83106267029973,204.46100278551532
2014,4,150,2.0,13.25,18.87,15.3,11.48,203,9,7,0,247.92307692307693,224.78947368421052,203.0,230.70583190394512,256.83106267029973,204.46100278551532
2014,4,150,2.0,13.25,18.87,15.3,11.48,203,9,7,0,247.92307692307693,224.78947368421052,203.0,212.61943319838056,256.83106267029973,204.46100278551532
2016,4,125,1.8,13.24,18.51,15.19,11.39,205,126,7,0,248.75980392156862,202.8181818181818,205.0,271.68927078495125,256.83106267029973,204.46100278551532
2013,4,200,2.0,13.2,20.14,15.62,11.72,199,14,7,0,221.27899686520377,216.8181818181818,206.0,199.68548387096774,256.83106267029973,204.46100278551532
2014,4,118,1.5,13.2,20.4,17.08,12.81,182,2,8,0,236.23529411764707,183.16129032258064,189.2,230.70583190394512,256.83106267029973,204.46100278551532
2015,4,210,2.0,13.2,23.5,16.44,12.33,189,19,7,0,221.27899686520377,209.08,189.0,230.70583190394512,256.83106267029973,204.46100278551532
2016,4,118,1.5,13.2,20.4,17.08,12.81,182,2,8,0,236.23529411764707,183.16129032258064,189.2,230.70583190394512,256.83106267029973,204.46100278551532
